"disaster_number","declaration_date","state","declaration_type","incident_type","declaration_title","incident_begin_date","incident_end_date","designated_area"
4881,"2025-07-22","OR","DR","Severe Storm","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-03-13","2025-03-20","Coos (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Montgomery (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Little Traverse Bay Indian Reservation"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Morgan (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Martin (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Marshall (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Orange (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Lawrence (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Madison (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Franklin (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Decatur (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Floyd (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Cheyenne (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Brown (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Clark (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Owen (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Bartholomew (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Clay (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Logan (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Pratt (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Kiowa (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Gove (County)"
4884,"2025-07-22","WV","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES","2025-06-14","2025-06-15","Marion (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Bourbon (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Reno (County)"
4885,"2025-07-22","MO","DR","Severe Storm","SEVERE STORMS AND FLOODING","2025-05-23","2025-05-26","Ozark (County)"
4885,"2025-07-22","MO","DR","Severe Storm","SEVERE STORMS AND FLOODING","2025-05-23","2025-05-26","Vernon (County)"
4885,"2025-07-22","MO","DR","Severe Storm","SEVERE STORMS AND FLOODING","2025-05-23","2025-05-26","Douglas (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Scott (County)"
4886,"2025-07-22","NM","DR","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Otero (County)"
4886,"2025-07-22","NM","DR","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Dona Ana (County)"
4886,"2025-07-22","NM","DR","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Mescalero Tribe"
4886,"2025-07-22","NM","DR","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Lincoln (County)"
4885,"2025-07-22","MO","DR","Severe Storm","SEVERE STORMS AND FLOODING","2025-05-23","2025-05-26","Dade (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Sheridan (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Stafford (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Oscoda (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Kalkaska (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Antrim (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Alcona (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Jefferson (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Crawford (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Emmet (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Warren (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Harrison (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Greene (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Crawford (County)"
4882,"2025-07-22","IN","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-09","Perry (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Otsego (County)"
4880,"2025-07-22","MI","DR","Severe Ice Storm","SEVERE WINTER STORM","2025-03-28","2025-03-30","Montmorency (County)"
4883,"2025-07-22","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-18","2025-05-19","Edwards (County)"
5601,"2025-07-19","WA","FM","Fire","BURDOIN FIRE","2025-07-18","2025-08-03","Klickitat (County)"
5600,"2025-07-16","UT","FM","Fire","MONROE CANYON FIRE","2025-07-13","2025-08-23","Sevier (County)"
5600,"2025-07-16","UT","FM","Fire","MONROE CANYON FIRE","2025-07-13","2025-08-23","Piute (County)"
5599,"2025-07-13","OR","FM","Fire","HIGHLAND FIRE","2025-07-12","2025-07-20","Crook (County)"
5598,"2025-07-12","UT","FM","Fire","DEER CREEK FIRE","2025-07-10","2025-08-11","San Juan (County)"
3628,"2025-07-10","NM","EM","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Valencia (County)"
3628,"2025-07-10","NM","EM","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Otero (County)"
3628,"2025-07-10","NM","EM","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Lincoln (County)"
3628,"2025-07-10","NM","EM","Flood","SEVERE STORMS, FLOODING, AND LANDSLIDES","2025-06-23","2025-08-05","Chaves (County)"
5597,"2025-07-06","AK","FM","Fire","NENANA RIDGE COMPLEX","2025-07-04","2025-07-23","Fairbanks North Star (Borough)"
5597,"2025-07-06","AK","FM","Fire","NENANA RIDGE COMPLEX","2025-07-04","2025-07-23","Yukon-Koyukuk (Census Area)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Edwards (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Hamilton (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Concho (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","San Saba (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Tom Green (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","McCulloch (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Menard (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Travis (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Burnet (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Kerr (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Williamson (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Kimble (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Mason (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Schleicher (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Lampasas (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Kendall (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Llano (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Coke (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Real (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Reeves (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Sutton (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Uvalde (County)"
4879,"2025-07-06","TX","DR","Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","2025-07-02","2025-07-18","Guadalupe (County)"
5596,"2025-06-23","AK","FM","Fire","HIMALAYA ROAD FIRE ","2025-06-21","2025-06-26","Fairbanks North Star (Borough)"
5595,"2025-06-23","AK","FM","Fire","BEAR CREEK FIRE ","2025-06-22","2025-07-14","Denali (Borough)"
5594,"2025-06-22","NM","FM","Fire","COTTON 2 FIRE","2025-06-22","2025-07-28","Valencia (County)"
5593,"2025-06-21","NM","FM","Fire","DESERT WILLOW FIRE COMPLEX","2025-06-21","2025-07-28","Valencia (County)"
5592,"2025-06-20","NV","FM","Fire","CONNER FIRE","2025-06-20","2025-06-24","Douglas (County)"
5591,"2025-06-20","UT","FM","Fire","FORSYTH FIRE","2025-06-19","2025-07-18","Washington (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Obion (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Hardeman (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Davidson (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Dyer (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Wilson (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Wayne (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Dickson (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Tipton (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Shelby (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Stewart (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Humphreys (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Houston (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Lauderdale (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Henry (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Hickman (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Henderson (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Lewis (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Gibson (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Grundy (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Hardin (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Fayette (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Crockett (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Decatur (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Madison (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Haywood (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Perry (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Carroll (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Montgomery (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","Cheatham (County)"
4878,"2025-06-19","TN","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-02","2025-04-24","McNairy (County)"
5590,"2025-06-18","OR","FM","Fire","UPPER APPLEGATE ROAD FIRE ","2025-06-18","2025-06-21","Jackson (County)"
5589,"2025-06-17","OR","FM","Fire","ALDER SPRINGS FIRE","2025-06-16","2025-06-22","Jefferson (County)"
5588,"2025-06-16","NM","FM","Fire","TROUT FIRE","2025-06-16","2025-07-13","Grant (County)"
5587,"2025-06-11","OR","FM","Fire","ROWENA FIRE ","2025-06-11","2025-06-19","Wasco (County)"
5586,"2025-06-10","NV","FM","Fire","MARIE FIRE","2025-06-10","2025-06-12","Washoe (County)"
4877,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-16","2025-05-16","Scott (County)"
4877,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-16","2025-05-16","St. Louis (County)"
4876,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-29","2025-04-29","Washington (County)"
4876,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-29","2025-04-29","Lawrence (County)"
4876,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-29","2025-04-29","Barry (County)"
4876,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-29","2025-04-29","McDonald (County)"
4876,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-29","2025-04-29","Newton (County)"
4876,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-04-29","2025-04-29","Greene (County)"
4877,"2025-06-09","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-05-16","2025-05-16","St. Louis"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Union (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Whitley (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Caldwell (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Laurel (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Pulaski (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Spencer (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Todd (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Rockcastle (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Warren (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Metcalfe (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Owsley (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Russell (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Menifee (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Powell (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Larue (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Lee (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Knox (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Livingston (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Logan (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Jackson (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Knott (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Cumberland (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Clay (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Clinton (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Casey (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Carlisle (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Crittenden (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Barren (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Christian (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Adair (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Allen (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Marshall (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","McCreary (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Estill (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Lyon (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Wayne (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Trigg (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Breathitt (County)"
4875,"2025-05-23","KY","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","2025-05-16","2025-05-17","Butler (County)"
5585,"2025-05-22","AZ","FM","Fire","CODY FIRE","2025-05-21","2025-05-27","Pinal (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Montgomery (County)"
